_id,project_title,project_job_number,bb_encore_clients.name,client_project_number,accreditationISbb_encore_accreditation_typesID,client_contact_1ISbb_encore_client_contactsID,client_contact_2ISbb_encore_client_contactsID,client_contact_3ISbb_encore_client_contactsID,client_contact_4ISbb_encore_client_contactsID,client_contact_preferred_email_recipient_numberNUM,client_contact_email_listISsmallplaintextbox,project_detailISsmallplaintextbox,internal_notesISsmallplaintextbox,external_notesISsmallplaintextbox,feedback_service_commentsISsmallplaintextbox,feedback_continuous_improvementISsmallplaintextbox,feedback_positive_aspectsISsmallplaintextbox,main_supplierISbb_encore_suppliersID,main_supplier_notesISsmallplaintextbox,main_supplier2ISbb_encore_suppliersID,main_supplier2_notesISsmallplaintextbox,main_supplier3ISbb_encore_suppliersID,main_supplier3_notesISsmallplaintextbox,site_address1,site_address2,site_address3,site_city,site_postcode,services_start_date,project_end_date,project_length,project_budget,floor_area_m2NUM,forecast_adjust_percentNUM,Senior_Project_ManagerISbb_encore_client_contactsID,Project_ManagerISbb_encore_client_contactsID,Shell_And_Core_Contractor,Contracts_Manager,Contracts_Manager_Contact_DetailsISsmallplaintextbox,Contracts_Manager_Email_Address,Strip_Out_ProjectYN,Strip_Out_Contractor,Strip_Out_Contact,Strip_Out_Contact_DetailsISsmallplaintextbox,Strip_Out_Contact_Email_Address,Document_Controller,Document_Controller_Contact_DetailsISsmallplaintextbox,Document_Controller_Email_Address,Waste_Contractor,Waste_CoordinatorISbb_usersID_IN_Staff,encore_operations_managerISbb_usersID_IN_Staff,encore_operations_directorISbb_usersID_IN_Staff,considerate_constructor_schemeYN,BREEAM_Assessor,BREEAM_Assessor_AddressISsmallplaintextbox,BREEAM_Assessor_Contact_DetailsISsmallplaintextbox,BREEAM_rating_Target,BREEAM_dashboard_targetNUM,SKA_Assessor,SKA_Assessor_Contact_DetailsISsmallplaintextbox,SKA_rating_Target,PCEA_requiredYN,PCEA_sent_date,waste_min_opt_demolitISLIST_Client_Encore_Both_Other,waste_min_opt_purchISLIST_Client_Encore_Both_Other,waste_min_opt_storageISLIST_Client_Encore_Both_Other,waste_min_opt_handlingISLIST_Client_Encore_Both_Other,waste_min_opt_materialsISLIST_Client_Encore_Both_Other,waste_min_opt_material_suppISLIST_Client_Encore_Both_Other,waste_min_opt_proj_natureISLIST_Client_Encore_Both_Other,remp_additional_pdf01ISfile,override_client_color,procurement_sheetISfile,rate_cardISfile,send_automated_emailsYN,uninvoiced_total_thresholdNUM,non_remp_projectYN,archive_projectYN,_apikey,_deleted,_authorid,_dateadded,_modifierid,_datemodified
202,"SWAS - Ipswich",DSG0092,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,0fbc3a240eb80c54c487061cd1a03674,0,9,"2016-08-25 07:56:29",-1,"2016-10-26 11:34:22"
203,"Direct - Liverpool Speke",DSG0093,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,2a3c79118e0e812b3fcac591d4a3640a,0,9,"2016-08-25 07:57:13",-1,"2016-10-26 11:11:32"
204,"SWAS - Livingston",DSG0094,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,aaf87f88db658c1f09e5a840b98c33c1,0,9,"2016-08-25 07:57:56",-1,"2016-10-26 11:36:48"
205,"SWAS - Pontefract",DSG0095,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,d18a99f6cec6f57c2204bfdc4a5e78b1,0,9,"2016-08-25 07:58:10",-1,"2016-10-26 11:37:35"
206,"Direct - Rochdale",DSG0096,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,e63e55b9fa38e3721cfecc323ad92a2d,0,9,"2016-08-25 07:58:22",-1,"2016-10-26 11:11:52"
207,"SWAS - Scunthorpe",DSG0097,"DSG Retail Plc (Currys)",,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,a0ee4727d0eb257c478e6f2d1b019ac8,0,9,"2016-08-25 07:58:34",-1,"2016-10-26 11:38:01"
208,"1 & 2 Minster Court",PARWH0772030,"Interserve Construction Ltd ( Paragon Div )",8703,,286,365,366,367,,,,"ALL SERVICES MUST REPORT TO SECURITY HUT. IF NO ANSWER FROM CONTACT SECURITY WILL GET ACCESS.",,,,,76,,176,,78,,"Building 1 -2","Minster Court","1 Mincing Lane",London,"EC3R 7AA","2016-08-26 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1500.00000000,0,1,aa6286c67d0fb99789120bcb7812e3d4,0,9,"2016-08-26 10:51:13",1,"2017-11-28 13:18:20"
209,"Templeback, Bristol",ARE0003,Area,,,180,291,,,,,,,,,,,253,"12YD enclosed= £215.00",258,,260,"12YD enclosed, mixed= £275.00 Speak to Alex.","10 Templeback",,,Bristol,"BS1 6FL.","2016-09-06 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,9941bf2dd5b3bd7ea06614b63d98dc14,0,9,"2016-08-26 17:11:22",7,"2016-12-05 09:49:58"
210,"CI- Curry's PC World, Telford.",DSG0098,"DSG Retail Plc (Currys)",,,155,,,,,,,,"Supplier will need to speak to store manager to site skip.",,,,46,"40YD, mixed= £95 transport, £115 per T. Min 1T.",,,,,"Curry's PC World","Forge Retail Park","Colliers Way Old Park",Telford,"TF3 4AG","2016-09-02 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,274b03bf91d4cb14bd26286871feee2f,0,9,"2016-08-31 12:53:59",-1,"2016-10-26 11:10:58"
211,"Berlin- Curry's East Kilbride",DSG0099,"DSG Retail Plc (Currys)",,,155,285,,,,,,,,,,,188,"£165 transport, £85 per T. Min 2T.",89,"40YD plasterboard= £120 transport, £80 per T. Min 3T.",,,Curry's,"Unit D","Howard Avenue","East Kilbride","G74 4ZA","2016-09-08 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,cb1f06570ff41acb6959c889464d2149,0,9,"2016-09-05 13:23:10",7,"2016-12-05 09:49:58"
212,"Motorola, Rugby",ARE0004,Area,,,293,180,306,,,,,,"Site contact is now ADAM SMITH, 07807 205188",,,,259,"12YD, mixed= £235.00",56,,,,"Airwave Solutions, Airwave Rugby Centre","2 Bailey Road","Central Park",Rugby,"CV23 0PD.","2016-09-09 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,669ff535e5ec4d39c3168dcadae7379c,0,9,"2016-09-07 08:12:03",7,"2016-12-05 09:49:58"
213,"Overbury- Calthorpe Estates",OVETCL011514,"Overbury Central",,,73,,,,,,,,,,,,177,"4YD wait and load= £140.00, incl 30 minutes.",,,,,"76 Hagley Road,","Calthorpe Estate,",,"Birmingham,","B16 8LU.","2016-09-08 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,0009338d08d87545e9a2e6e830711a34,0,9,"2016-09-07 12:18:17",7,"2016-12-05 09:49:58"
214,"Overbury- Louisa House",OVETCL011515,"Overbury Central",,,72,,,,,,,"Please ensure the driver calls Scott on arrival and waits for Scott to arrive and oversee the siting of the skip.",,,,,177,"12YD wait and load= £295 incl 2T. £115 per T after, incl 20 minutes waiting time.",157,"12YD enclosed, mixed- £220 incl 2 tonne. £140 per tonne after.",,,"Louisa House","Edward Street","Quay Place",Birmingham,"B1 2RA","2016-09-08 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,62942aa034574aeda467854ba66e1015,0,9,"2016-09-07 12:24:04",9,"2016-12-06 09:12:43"
215,"Phase 20",4178,"Interserve Construction Ltd ( Paragon Div )",4178,,53,30,340,,,,,,,,,,156,,330,,,,"Amberly Road","Gillingham Business Park",,Gillingham,"ME8 0PU","2016-11-04 00:00:00","2017-04-07 00:00:00",,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,2500.00000000,0,1,ad0236ef2e72d45f56c27c88ed772174,0,7,"2016-09-08 16:39:10",11,"2017-05-22 16:41:53"
216,"Berlin- PC WORLD, Kirkcaldy",DSG0100,"DSG Retail Plc (Currys)",,,155,,,,,,,,,,,,188,"40YD mixed= £130 transport, £85 per T. Min 2T.",,,,,"PC World","Fife Retail Park",,Kirkcaldy,"KY2 6QL",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,73630e15ae154d49f62de5db91cca06e,0,9,"2016-09-09 12:28:24",9,"2016-12-08 11:52:17"
217,"Paragon - IMechE External Works",PARWH0772031,"Interserve Construction Ltd ( Paragon Div )",7156,,54,,,,,,"Phased project over 5 years. Phase 1 external works to include but not limited to removal of windows, surround and roof tiles.",,"ALL SERVICES ON M,W,F must arrive by 8.30am as no access after 8.30am due to changing of the guards.",,,,180,,176,,330,,"1 Birdcage Walk",,,London,"SW1H 9LL","2016-09-19 00:00:00","2017-04-23 00:00:00","5 years","£344,287.00 phase 1",2000.00000000,,,,,,,,0,,,,,,,,,,14,15,0,,,,,,,,,1,"2016-09-13 00:00:00",Other,Other,Client,Client,Client,Both,Encore,,,,,1,1000.00000000,0,1,3b50f7ed41b93e05eb15089fc759d7cf,0,11,"2016-09-13 11:43:25",11,"2018-01-08 13:28:27"
218,"WHSmiths - Harpenden",PARWH0772032,"Interserve Construction Ltd ( Paragon Div )",1032,,25,,,,,,,,,,,,94,,,,,,"29 The High Street","Loading Bay around the back","Shared with Sainsburys - MUST CALL 1HR BEFORE",Harpenden,"AL5 2RU","2016-09-16 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,7aa37deb2b7dbbfd20150a66eeee5128,0,11,"2016-09-13 13:59:58",7,"2016-12-05 09:49:58"
219,"CI- Curry's PC World, Mansfield",DSG0101,"DSG Retail Plc (Currys)",,,155,,,,,,,,,,,,172,"40YD mixed= £85 Transport, £95 per T. Min 3T.",,,,,"Curry's PC World","Unit B/C","Nottingham Road",Mansfield,"NG18 1BW","2016-09-16 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,5b9d851cec7eea731f09758028a808c6,0,9,"2016-09-13 14:06:44",7,"2016-12-05 09:49:58"
220,Colt,PARWH0772033,"Interserve Construction Ltd ( Paragon Div )",8505,,297,,,,,,,,,,,,76,,,,,,"East Anglia Hse","12-34 Great Eastern Street",,London,"EC2A 3EH","2016-09-19 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,70289f2a28c3b0f25c68723f9ed5235b,0,11,"2016-09-14 12:15:13",7,"2017-02-03 14:25:15"
221,"Collins- Lower James Street",COLWIN0613,"Collins Construction Ltd",,,298,,,,,,,,,,,,76,,,,,,"8-10 Lower James Street",,,London,"W1F 9EL",,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0.00000000,0,1,40d46921f517abb5b6502901aad9995b,0,9,"2016-09-14 14:54:16",9,"2017-07-07 16:24:15"
222,"Virgin Active Broadgate",PARWH0772034,"Interserve Construction Ltd ( Paragon Div )",,,268,,,,,,,,,,,,176,,,,,,"1 Exchange Place",Broadgate,,London,"EC2M 2QT","2016-09-19 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,74b1e17b03dbaa87d8e17b3c6d539f7d,0,11,"2016-09-15 16:36:17",7,"2016-12-05 09:49:58"
223,"12 Bouchier Street",PARWH0772035,"Interserve Construction Ltd ( Paragon Div )",,,301,,,,,,,,,,,,176,,,,,,"12 Bouchier Street",,,London,"W1D 4HZ","2016-08-09 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,3a1b01615d537a84b68e042468bc7a15,0,11,"2016-09-20 11:38:48",7,"2016-12-05 09:49:58"
224,"Brockley Road",PARWH0772036,"Interserve Construction Ltd ( Paragon Div )",1042,,3,,,,,,,,,,,,129,,,,,,"Brockley Delivery office","210 Brockley Road",,London,"SE4 2LU","2016-09-27 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,aa37899d3e8a69823308cbccb7bce093,0,11,"2016-09-26 12:45:50",7,"2016-12-05 09:49:58"
225,"Ashstead Sorting Office",PARWH0772037,"Interserve Construction Ltd ( Paragon Div )",1032,,25,,,,,,,,,,,,268,"services 27/9,28/9 and 29/9 paid on card",,,,,"Ashstead Sorting office","13 The Street",Ashstead,Surrey,"KT21 2AD","2016-09-27 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,,0,1,cbf7450d1e299dc5e1d3ec4bf979c83c,0,11,"2016-09-26 13:12:40",7,"2016-12-05 09:49:58"
226,"3 Minster court - Strip out",PARWH0772038,"Interserve Construction Ltd ( Paragon Div )",8602,,328,37,60,,,,,,,,,,,,,,,,"3 minster Court",,,London,"EC3R 7DD",,,,,26140.00000000,,,,,,,,1,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,1.00000000,0,1,ba7624fb99fd51f20ae4b3377d2c92cd,0,11,"2016-09-26 14:48:43",11,"2018-01-08 13:29:17"
227,"Monument Street",PARWH0772039,"Interserve Construction Ltd ( Paragon Div )",1043,,221,,,,,,,,,,,,180,,176,,,,"Ground Floor","11-19 Monument Street",,London,"EC3R 6BR","2016-10-04 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,2000.00000000,0,1,f69f6626149b1181998072d6774f09f4,0,11,"2016-10-03 10:08:11",7,"2017-02-03 14:13:59"
228,"WHSmiths - Wood Green",PARWH0772040,"Interserve Construction Ltd ( Paragon Div )",1032,,25,20,,,,,,"Off Nole Park Road, Service Yard 2",,,,,134,,,,,,WHSmiths,"10 High Road","Wood Green",London,"N22 6HE","2016-10-04 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,9d141c20d616495dea46b005e5c6aed4,0,11,"2016-10-03 11:51:03",7,"2016-12-05 09:49:58"
229,"Whittle Way",PARWH0772041,"Interserve Construction Ltd ( Paragon Div )",1040,,149,,,,,,,,,,,,278,,129,,,,"Unit 1-5 Whittle way","Gatwick Distribution Centre",Crawley,Sussex,"RH10 9RW","2016-09-30 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,2000.00000000,0,1,7dbb53073ac8e6d062a23e89c445ff0a,0,11,"2016-10-07 10:50:38",11,"2017-03-03 16:14:10"
231,"Paragon - Bt Cheltenham",PARWH0772043,"Interserve Construction Ltd ( Paragon Div )",6222,,416,,,,,,"Strip out existing office areas, install new partitions, ceilings, services and finishes over multiple floors.",,,,,,161,,,,,,"Telephone Exchange","Oriel Road",Cheltenham,Gloucester,"GL50 1BA","2016-10-13 00:00:00","2017-04-18 00:00:00",TBC,"£1,457,432.51",0.00000000,,,,,,,,0,,,,,,,,"Encore Environment Limited",,14,15,0,,,,,,,,,1,,Other,Other,Client,Client,Client,Other,Encore,,,,,1,2000.00000000,0,1,776b7c307100818c54b4fe71f0e8601a,0,11,"2016-10-12 16:43:35",7,"2017-07-31 16:01:29"
232,"Interserve- Berwick Street",PARWH0772044,"Interserve Construction - Paragon Office","16004- Berwick Street",8,497,200,1,775,,,"Constructing a 110 room hotel, 17 appartments and 13 retail block.","For all compactors use Great Eastern Waste- pricing will come up automatically, do not amend. Plasterboard needs to be completely segregated, if they want a mixed and a plasterboard service- that is two separate vehicles and services. Book all compactors between 9AM and 12Noon, unless site advise otherwise.
16YD wait and load- Use Westminster as the first option (cost £280.00), do not amend rate. Book skip for PM so it doesn't clash with the compactor. Second option is Gowing and Pursey, cost of £345.00 do not amend rate. Book PM so doesn't clash with compactor. 
If needing a hardcore skip- only suitable is an 8YD or a 20YD RORO. Use Gowing for the 8YD hardcore (must be lose, if it's in a bag then this will be clashed  as mixed.) £220.00 in cost for supplier, do not amend rate. If bagged the cost will amend to mixed, £240.00 in supplier cost. Amend rate accordingly.

660 Litre Bins- 0
240 Litre Bins- 0","Please call site contact 1/2 hour before arrival.
Access to site is from Hopkins Street.
Services must be between 8AM and 3PM on weekdays due to restrictions.
Services must be between 9AM and 11.30AM on weekends due to restrictions",,,,134,"12YD mixed= £274.50, regardless of tonnage.
6YD calibrated mixed= £224.50
6YD calibrated plasterboard= £150 trans, £100 per T. Min 1T.",395,,78,"16yd Mixed Fixed price £345","95-105 Berwick Street",,,London,"W1F 0PH","2016-10-18 00:00:00","2020-07-31 00:00:00","206 weeks","28,000,000.00",8000.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",20,,15,0,"Amy Downs","Eight Associates
Ground Floor 
57a Great Suffolk Street 
London
SE1 0BB","0207 0430 418","Very Good",,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/232/Paragon Central London Rate Card 2017-2018.pdf",1,7000.00000000,1,1,8df9b84d0b095293ccb28ae85775bc2b,0,11,"2016-10-17 09:00:57",9,"2020-12-09 13:02:14"
233,"Collins- University of London, Senate House",COLWIN0614,"Collins Construction Ltd",,2,437,,,,,,TBC,,"Consultancy fee to be charged at the start of each month= £750.00.
Book exchanges for Tuesday and Friday's each week. (12YD mixed)- agreed with Mark via email 08/02/2017.

Currently using a manual REMP.

Martin is now working on another project- he will however still be closing out the BREEAM. Only contact Martin for BREEAM information and not site services.",,,,180,"12YD mixed, £250.00",486,,,,"University of London","Senate House","Malet Street",London,"WC1E 7HU (Entrance via 32 Russell Square, WC1E 5DN)","2016-09-05 00:00:00","2017-12-22 00:00:00","34 Weeks",TBC,3251.00000000,,,,N/A,N/A,,,0,TBC,,,,TBC,,,"Encore Environment Ltd",,14,15,1,N/A,,,,,TBC,,Gold,0,,,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/233/Senate House- rate card..pdf",1,1000.00000000,1,1,05aac07528d57c75ae58b4305a410fa4,0,9,"2016-10-17 13:49:46",9,"2018-05-03 13:57:10"
234,"155 Aztec West",ARE0005,Area,,,327,180,,,,,,,,,,,286,,247,,285,,"155 Aztec West",Almondsbury,Bristol,Avon,"BS32 4UB","2016-10-24 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1500.00000000,0,1,4e821dbfbd822e75405dd2136290a5c2,0,11,"2016-10-19 16:06:28",7,"2017-03-03 15:43:06"
235,"Park City Plaza Hotel",HOM0001,"Holmes Metrobuild",,,329,,,,,,,,,,,,180,,78,,,,"Park City Plaza Hotel","18-30 Lexham gardens","Kensington and Chelsea",London,"W8 5JE","2016-10-24 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,500.00000000,0,1,799a7b83020987e8b05039ae5415ce2e,0,11,"2016-10-21 15:55:32",7,"2017-03-03 15:43:39"
236,"Interserve Construction Ltd (Paragon div) - 13-19 Leinster Square",PARWH0772045,"Interserve Construction Ltd ( Paragon Div )","8702- Leinster Square",6,714,,330,394,2.00000000,,"Restoration of 7 Grade II listed town houses from previous hotel use to 10 lateral apartments from new basement to level 5 including external works & landlord area fit out. Basement works are to be novated to main contractor as works commence on site.",,"If contacts unavailable please call site office on 02072219825
*Please use Gowing and Pursey first*
Zone E",,,,78,"7.5 Cage full Mixed fixed price £250",357,"20YD RORO, mixed. £350.00 including 2T. £125.00 per tonne after.
7.5T mixed caged, £240.00 including 1T. £125.00 per T after",180,,"13-19 Leinster Square",,,London,"W2 4PR","2016-07-04 00:00:00","2020-02-29 00:00:00","113 Weeks","26,000,000.00",4300.00000000,,330,,,"Jack Norkett","020 3196 0573",jack.norkett@int-paragon.com,0,Farcon,"Niall Crehan","07816 854015",Niall.Crehan@farcon.co.uk,"Seun Jedge",,seun.judge@int-paragon.com,"Encore Environment Limited",20,,15,1,"Areti Makantasi","Norman Disney Young
Classic House
180 Old Street
London
EC1V 9RQ","0207 5539494","Very Good - 60.53% score",100.00000000,,,,1,"2017-03-06 00:00:00",Client,Client,Client,Client,Client,Both,Encore,,,,"portal/encore/UserFiles/SysDocs/bb_encore_projects/10000/236/Paragon Central London Rate Card 2017-2018.pdf",1,0.01000000,0,1,89582c237bffac7f5f6d3584695a5f8b,0,11,"2016-10-24 09:58:05",9,"2020-06-30 14:39:47"
237,"Paragon - 145 Oxford Street",PARWH0772046,"Interserve Construction Ltd ( Paragon Div )",1041,,465,19,,,4.00000000,,"Install new 4th Floor to the existing building, refurb the interior of the structure, refurb the rear external wall, fit out 2nd and 4th Floor as offices, install new access core complete with new services. New incoming water and electrics are to be installed.",,"Will need labour will all services. No labour onsite to empty bins.",,,,78,,176,,330,,"145 Oxford Street","access via berwick street",,London,"W1D 2JD","2016-10-24 00:00:00","2017-09-29 00:00:00","18 weeks","£3,075,092.02",500.00000000,,,,,,,,0,,,,,,,,"Encore Environment Limited",,14,15,0,,,,,,,,,0,,Other,Other,Client,Client,Client,Both,Encore,,,,,1,4000.00000000,0,1,54dfa07b37886de70da071c046b776cf,0,11,"2016-10-24 15:16:02",11,"2018-08-31 15:42:03"
238,"Overbury- Horizon, Cambridge",OVETCL011516,"Overbury Central",,,273,,,,,,,"Site contact doesn't get a lot of mobile signal, if no answer on the mobile, please try landline- 01223 976131","Skip must be enclosed.",,,,121,"8YD enclosed skip= £175.00
8YD enclosed skip- £195.00 incl 1T. £75 per tonne after.",,,,,"Horizon, Building 8100","Cambridge Research Park","Beach Road, Waterbeach",Cambridge,"CB25 9PD","2016-10-26 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,a05b0f49a84b15d347782fd704c00214,0,9,"2016-10-25 12:11:52",7,"2017-02-03 14:37:51"
240,"Twyford Offices",PARWH0772048,"Interserve Construction Ltd ( Paragon Div )",2041,,263,,,,,,,,"Deliveries and collections on Friday pm and Sat am only.",,,,113,,,,,,"Interserve PLC","Ruscombe Park",Twyford,Reading,"RG10 9JU","2016-11-04 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,760a08eba8cf169b99b091757eacc644,0,11,"2016-10-27 16:01:11",7,"2017-02-03 14:17:42"
241,"Interserve- The Hub, Material Store",INTRAFH011602,"Interserve Construction - Paragon Office",13565,5,384,337,368,,,,"189 units of which 23 are triplex  from lower ground to the 1st floor and 5 commercial, 2 under ground garages,large 1st floor podium has green landscaped area, all tower (4)blocks are laid to grass type material.
Area around building laid to fully landscape gardens.
Heating is run from central community boiler heating system.","All skips on this site must be calibrated for crane lifting/cane certified.
Certificates for crane certified skips must be provided on delivery to Encore Environment.
No services to take place prior to 8.30AM please.","Must state on all orders whether the service is to be AM or PM.",,,,78,"8YD calibrated skips. 
8YD mixed= £220.00
8YD plasterboard= £220 incl 1T. £95 per tonne after.
8YD metal= £220.00 rebate will be provided.
Charge £300.00 to Interserve regardless of waste stream or tonnage- confirmed by Gav, January 2017.",134,,,,"The Hub, Material Store","Blyth Road",Hayes,Middlesex,"UB3 1HA","2016-10-17 00:00:00","2018-04-30 00:00:00","48 Weeks",10000000.00,13341.00000000,,,,,,,,0,,,,,,,,"Encore Environment Ltd",,14,15,0,"Imogen Christodoulou, Scotch Partners","Clerkenwell House 
45 Clerkenwell Green 
Clerkenwell 
EC1R 0EB","Imogen.christodoulou@scotchpartners.com
0203 544 5415 
0776 9580614","Very good",1467.00000000,,,,0,,Client,Client,Client,Client,Client,Both,Encore,,,,,1,10000.00000000,0,1,e5c038cb73eb5ed4fb9b488ca2a524de,0,11,"2016-10-27 16:07:32",9,"2018-08-20 14:05:40"
242,"High Holburn",PARWH0772049,"Interserve Construction Ltd ( Paragon Div )",1044,,343,,,,,,,,"Call 1/2 hr before arrival as need to book with security.",,,,76,,,,,,"6th Floor, The Place","175 High Holburn",,London,"WC1V 7AA","2016-11-07 00:00:00",,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,1,1000.00000000,0,1,ceb0afc6097f25fee3e66366996378b0,0,11,"2016-11-02 10:43:36",7,"2017-02-03 14:14:25"
243,"Paragon - 3 Minster Court - Fit out",PARWH0772050,"Interserve Construction Ltd ( Paragon Div )",8602,3,500,510,,60,,,"1st Phase - Enabling works including, Asbestos surveys, demolition and strip out works, structual modification works and mothballing of main plant.",,,,,,180,,68,,330,,"3 Minster Court","Mincing Lane",,London,"EC3R 7DD","2016-10-20 00:00:00","2018-05-08 00:00:00","45 weeks","£28,000,000.00",26140.00000000,,,,"Allied Services",,,,0,"777 Demolition","Zena Ledger",,zena.ledger@777group.co.uk,,,,"Encore Environment Limited",,14,15,1,,,,"Very Good",,No,No,No,1,,Other,Client,Client,Client,Client,Both,Both,,,,,1,15000.00000000,0,1,81b644c4e2856fabba1c7ab643f2ad38,0,11,"2016-11-07 14:20:23",11,"2018-04-24 11:12:45"
244,"Paragon Project Divert",PD1,"Interserve Construction Ltd ( Paragon Div )",,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,0,0.00000000,0,1,faa35ede204ad66261e96095a548576d,0,7,"2016-11-10 13:03:25",7,"2017-02-03 14:10:23"
